source_file,category,item,location,severity
7_murraymill_ct__home_inspection_report.pdf,HVAC,Install proper gas shut-off valve within 6 feet of garage gas appliance,Garage,Safety
7_murraymill_ct__home_inspection_report.pdf,HVAC,Repair gas leak detected at attic furnace gas supply line immediately,Attic,Safety
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Install anti-siphon devices on exterior hose spigots,Exterior,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Repair leaking faucet handle(s) in tub/shower,Bathroom,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Correct hot/cold reversed faucet connections in tub/shower,Bathroom,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Clear slow-draining bathtub,Bathroom,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Clear slow-draining bathroom sink(s),Bathroom,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Correct hot/cold reversed supply connections at bathroom lavatory,Bathroom,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Secure loose sink at counter,Bathroom,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Repair leak under kitchen sink,Kitchen,Major
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Secure loose kitchen faucet and sprayer,Kitchen,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Repair leaking kitchen sink sprayer,Kitchen,Minor
7_murraymill_ct__home_inspection_report.pdf,Plumbing,Evaluate and replace polybutylene supply pipes,General,Major
7_murraymill_ct__home_inspection_report.pdf,Electrical,Replace missing or damaged utility meter seal/lock,Electrical Meter,Minor
7_murraymill_ct__home_inspection_report.pdf,Electrical,Bond gas line to electrical grounding system,General,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Replace or repair GFCI outlet(s) that did not trip/reset properly,General,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install GFCI protection at exterior outlets,Exterior,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install GFCI protection at kitchen counter outlets,Kitchen,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install GFCI protection in bathrooms,Bathrooms,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install GFCI protection in garage,Garage,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install GFCI protection in laundry room,Laundry Room,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install weatherproof covers on exterior outlets,Exterior,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Repair open ground outlets,General,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Secure loose electrical outlet(s),General,Minor
7_murraymill_ct__home_inspection_report.pdf,Electrical,Add additional outlets to meet minimum kitchen counter outlet requirements,Kitchen,Minor
7_murraymill_ct__home_inspection_report.pdf,Electrical,Repair or replace inoperable light bulbs or fixtures,General,Minor
7_murraymill_ct__home_inspection_report.pdf,Electrical,Repair or replace damaged or missing light fixtures,General,Minor
7_murraymill_ct__home_inspection_report.pdf,Electrical,Repair or replace inoperable ceiling fan,General,Minor
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install knockouts/fillers in open main electrical panel openings,Electrical Panel,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install additional smoke detectors where missing,General,Safety
7_murraymill_ct__home_inspection_report.pdf,Electrical,Install carbon monoxide detector(s),General,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Seal gaps between siding and chimney to prevent water penetration,Chimney,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Install missing toeboard under entry door to support threshold and eliminate tripping hazard,Front Entry Door,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Repair or replace wood rot at multiple areas around exterior of front entry door,Front Entry Door,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Adjust storm door that is out of square and contacts frame when operating,Front Entry Door,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Repaint windows and window trim with proper preparation where paint is peeling,Various Windows Exterior,Cosmetic
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Repair wood rot at exterior of multiple windows throughout home,Multiple Windows Exterior,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Secure loose storm window frames,Front Right,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Evaluate and repair moisture damage on sheathing at front bay window,Front Right Bay Window,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Replace wood rot at screen trim along back deck,Back Deck,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Repair wood rot and add graspable handrail at deck stair railings,Deck Stairs,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Install additional spindles at porch railing to meet current spacing standards,Front Porch,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Repair loose mortar joints along porch to prevent settling from water penetration,Front Porch,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Patch termite treatment drill holes along front porch and stairs to prevent moisture penetration,Front Porch/Stairs,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Repair damaged bricks and secure loose metal railings at front porch steps,Front Porch Steps,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Secure loose cladding on fascia to prevent moisture penetration and keep soffit secure,Front Left Fascia,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Seal gap between exterior walkway and porch/stoop steps to prevent moisture penetration,Exterior Walkway,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Trim branches overhanging the roof,Roof/Yard,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Repair or replace damaged and missing wall board in exterior storage room,Exterior Storage Room,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Add screen under deck boards at exterior storage room to prevent pest and rodent entry,Exterior Storage Room,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Clean possible fungal growth on exterior storage room door and monitor,Exterior Storage Room,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,"Repair delamination, wood rot, and out-of-square condition at exterior storage room door",Exterior Storage Room,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Roofing,Install cricket behind chimney at next roof replacement to direct debris around chimney,Roof/Chimney,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Roofing,Seal leaking gutter seams around home,Gutters,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Roofing,Add splash blocks or plastic drain pipes to downspouts where missing,Downspouts,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Install or adjust pressure regulating valve to reduce excessive water pressure above 80 PSI,General,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Replace old style main water shutoff valve with new style shutoff valve,Front Right Exterior,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Repair actively leaking fitting above water pressure regulator on supply line,Crawlspace Front Right,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Repair leaking exterior faucet handles,Exterior,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Install drain pan under washing machine on upper floor,Laundry Room,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Replace dryer vent with rigid metal and properly slope to exterior; remove incorrect vinyl vent material,Laundry Room/Crawlspace,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,"Replace water heater that is beyond life expectancy, heavily rusted, actively leaking, missing disconnect, and missing TPRV discharge pipe",General,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Adjust pop-up assembly in bathroom sink to allow proper holding and draining of water,Second Floor Hall Bathroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Seal gap between bathtub/shower and floor to prevent water penetration,Second Floor Hall Bathroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Seal gap between bathtub and wall surround to prevent water penetration,Second Floor Hall Bathroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Clean vent fan grille covers in bathroom,Master Bathroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Install seals at shower door to prevent water from escaping enclosure,Master Bathroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Repair double-tapped neutral wires in main electrical panel so only one neutral wire per lug,Main Electrical Panel,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Label all breakers in electrical panel,Main Electrical Panel,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Add GFCI protection to all kitchen receptacles,Kitchen,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Correct reverse polarity at receptacles with hot and neutral wires reversed,2nd Floor Rear Right Bedroom,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Remove obstruction from receptacle or replace receptacle,2nd Floor Rear Left Bedroom,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Seal gaps around exterior light fixtures to prevent water penetration and pest entry,Exterior,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Secure loose exterior light fixtures,Front Exterior,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Install globe on attic light fixture to prevent cloth pull cord contact with bulb,Attic,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Install additional smoke detectors in every bedroom and adjoining hallways wired together with battery backup,General,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Install permanent carbon monoxide detectors on each floor and near each bedroom,General,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Have HVAC technician service and evaluate heating unit that is beyond life expectancy,General,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Evaluate and service furnace due to rust on interior and age of unit,General,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Repair water leak at bottom of heating unit,General,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Install missing bushing and grommet where electrical wiring enters heat pump disconnect,General,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Replace missing filter cover at crawlspace furnace,Crawlspace,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Clean dirty ductwork interior,General,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Repair or replace torn and damaged ductwork insulation to prevent heating and cooling air loss,General,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Replace dirty return air filters,General,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Level the pad under the AC condensing unit,Exterior,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Have HVAC technician service and evaluate AC unit that is beyond life expectancy,General,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Secure loose and missing fasteners at AC unit panels to eliminate rattling noise,Exterior AC Unit,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Patch holes in walls,Living Room/Laundry Room,Cosmetic
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Complete incomplete ceiling and wall repairs,Closet Under Interior Stairs,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Stretch wrinkled carpets to eliminate tripping hazard,General,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Foundation/Structural,Evaluate and level unlevel floors,Living Room,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Adjust catch plate so door closes properly,2nd Floor Rear Right Bedroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Secure loose hinges at interior doors,Master Bedroom,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Replace broken and missing doorstops to prevent damage to interior wall surfaces,General,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Windows/Doors,Free stuck windows to allow emergency egress; at least one operable window per room required,General,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Exterior,Remove wasp nests between windows and storm windows at multiple areas of home,General,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Install high loop or air gap at dishwasher drain line to prevent water backup,Kitchen,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Electrical,Place exposed Romex wiring under kitchen sink into conduit to prevent damage,Kitchen,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Appliances,Replace broken and worn rubber splash guard on garbage disposal,Kitchen,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Appliances,Install anti-tip device on kitchen range for child safety,Kitchen,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Appliances,Evaluate and correct inadequate clearance between microwave bottom and range cooking surface to meet 18-inch standard,Kitchen,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Appliances,Repair refrigerator dispenser not producing water or ice; verify water line connection,Kitchen,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Repair or replace water-damaged cabinet base under kitchen sink,Kitchen,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Repair active leak at drain pipe under kitchen sink,Kitchen,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Repair or replace leaking kitchen sink sprayer,Kitchen,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Plumbing,Evaluate drainage system and repair backup into sink when dishwasher drains,Kitchen,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Insulation,Insulate back side of attic pull-down stairs to prevent heat and air loss,Attic,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Interior,Repair or replace damaged attic pull-down stairs that do not close properly,Attic,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Other,Replace particle board attic flooring with 3/4-inch plywood,Attic,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Insulation,Spread out and restore disturbed sections of attic insulation to reduce heat and air loss,Attic,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Secure loose bathroom exhaust vent from housing inside attic,Attic,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,HVAC,Repair or replace crushed bathroom exhaust vent inside attic,Attic,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Other,Remove animal carcass and feces from crawlspace and seal all animal entry points,Crawlspace,Safety
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Other,Remove old ductwork and water heater from crawlspace,Crawlspace,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Foundation/Structural,Locate and remediate source of active moisture penetration at sill repairs behind front porch,Crawlspace Front,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Foundation/Structural,Remediate surface fungi on framing members throughout crawlspace,Crawlspace,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Foundation/Structural,Evaluate and address previous water intrusion indicated by staining on foundation walls and vapor barrier,Crawlspace,Major
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Foundation/Structural,Reroute wires and pipes currently running through crawlspace vent through a sleeve in foundation wall to allow damper to close fully,Crawlspace Under Rear Deck,Minor
900_N_Main_St_Unit_13___Advantage_Residential_Inspection-summary.pdf,Insulation,Replace missing and re-secure falling crawlspace insulation,Crawlspace,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Repair cracks with displacement in driveway,Driveway,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Repair trip hazards in walkway,Walkway,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Repair or replace damaged vinyl siding,Exterior,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,"Scrape, repair, and repaint flaking paint on eaves/soffits/fascia",Exterior Eaves/Soffits/Fascia,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Install proper flashing at garage door,Garage Door,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Seal/caulk utility penetrations on exterior walls,Exterior,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,"Repair multiple deck deficiencies including missing ledger flashing, wood-to-soil contact, improper fasteners, missing joist hangers, improper post connections, and inadequate roof structure",Deck,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Remove or prune vegetation against/near home,Exterior,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Exterior,Improve gravel base in window wells for drainage,Window Wells,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Remove satellite dish/antenna mounted to roof surface,Roof,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Treat Gloeocapsa magma (black algae staining) on roof,Roof,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Evaluate and document prior roof repairs,Roof,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Repair nail pops on roof surface,Roof,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Paint PVC plumbing vent pipes on roof,Roof,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Repair or replace heavily sealed flashing boots,Roof,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Conduct Level II chimney inspection,Chimney,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Install chimney cricket if chimney exceeds 30 inches wide,Chimney,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Extend downspouts to discharge at least 5 feet from foundation,Gutters/Downspouts,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Install missing downspout elbows to divert water from foundation,Gutters/Downspouts,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Roofing,Secure unsecured downspouts with proper straps,Gutters/Downspouts,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Insulation,Insulate attic pull-down stair access opening,Attic,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Repair split/cracked rafters in attic,Attic,Major
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Repair or replace damaged crawlspace access door,Crawlspace,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Extend vapor barrier to achieve full coverage of crawlspace soil,Crawlspace,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Identify and repair source of wet soil in crawlspace,Crawlspace,Major
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Repair active water seepage through foundation walls,Crawlspace,Major
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Remediate fungal growth on floor structure in crawlspace,Crawlspace,Major
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Repair ventilation openings at or below grade to prevent water infiltration,Crawlspace,Major
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Evaluate and remediate indoor air quality issue due to fungal growth,Crawlspace,Major
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Identify and repair source of elevated moisture content in wood floor framing,Crawlspace,Major
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Install or correct dishwasher drain high loop,Kitchen,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install protective covering over exposed Romex wiring at garbage disposal,Kitchen,Safety
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Repair kitchen exhaust fan to properly terminate to exterior of home,Garage,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Interior,Investigate and repair patched/repaired ceiling areas,Throughout Home,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Interior,Repair damage to wall surface,Garage,Cosmetic
905_spring_glen_dr___whole_home_inspection.pdf,Interior,Repair moisture damage to wall coverings and framing,Upstairs Hallway Bathroom,Major
905_spring_glen_dr___whole_home_inspection.pdf,Interior,Repair or replace cracked floor tiles,Upstairs Hallway Bathroom,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Interior,Secure loose handrail/stair railing,Stairway,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Windows/Doors,Adjust door for proper latching,General,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Windows/Doors,Repair cosmetic damage to interior doors,General,Cosmetic
905_spring_glen_dr___whole_home_inspection.pdf,Windows/Doors,Install missing door slab in laundry room,Laundry Room,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Windows/Doors,Install missing strike plate on interior door,Master Bathroom,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Other,Conduct Level II chimney inspection for fireplace,Living Room,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Other,Clean excessive soot from firebox and flue,Living Room,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Interior,Apply caulking around bathroom countertops where missing,Upstairs Hallway Bathroom,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Install missing sink stopper,Upstairs Hallway Bathroom,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Repair drip leak from bathtub faucet,Bathroom,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Re-secure and reseal loose toilet at floor,All Bathrooms,Major
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Repair leaking laundry water supply valves,Laundry Room,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Foundation/Structural,Repair cracking with displacement in garage floor,Garage,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Adjust water heater temperature to safe level (below 122°F),Water Heater,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Evaluate aged water heater unit for replacement,Water Heater,Major
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Repair or replace rusted water heater enclosure,Water Heater,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Raise gas water heater to minimum 18 inches above garage floor,Garage/Water Heater,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Insulation,Install insulation on water pipes at water heater,Water Heater,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Correct inadequate clearance to combustibles at water heater vent/flue,Water Heater,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Correct improper/obstructed water heater vent installation,Water Heater,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Install missing TPR valve discharge pipe on water heater,Water Heater,Safety
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,"Clean, service, and certify exterior HVAC unit due to age",Exterior,Major
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Repair or replace damaged/missing insulation on exterior HVAC unit,Exterior,Minor
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Clean and service interior furnace unit,Interior,Minor
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Install attic walkway and/or platform for HVAC unit access,Attic,Safety
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Secure loose exterior HVAC disconnect switch at wall,Exterior,Safety
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Correct improper slope on HVAC vent/flue,General,Minor
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Reroute condensate drain pipe away from foundation,General,Minor
905_spring_glen_dr___whole_home_inspection.pdf,HVAC,Insulate condensate drain pipe,General,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install missing bushings in main service panel,Main Service Panel,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Identify white conductors as black in main service panel,Main Service Panel,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install missing panel cover screws on main service panel,Main Service Panel,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Replace sharp pointed screws in main service panel,Main Service Panel,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Correct multiple grounds under single grounded bus lugs in main service panel,Main Service Panel,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Repair exposed wiring terminations in distribution wiring,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Remove extension cord used as permanent wiring and install proper wiring,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Correct improper wiring connection,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install missing cover plate(s) on switches/receptacles,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Repair or replace three-prong receptacles with open ground,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Secure loose receptacle at wall,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Remove foreign object from receptacle slot,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install GFCI protection on all exterior receptacles,Exterior,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install GFCI protection on all countertop receptacles,Kitchen,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install missing weatherproof covers on exterior receptacles,Exterior,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Repair GFCI outlet that is tripped and not resetting,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install smoke alarms at all required locations,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Electrical,Install CO detectors at all recommended locations,General,Safety
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Locate and identify main water shut-off valve,General,Major
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Conduct sewer scope inspection,General,Major
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Install missing sediment trap on gas fuel supply line,General,Minor
905_spring_glen_dr___whole_home_inspection.pdf,Plumbing,Evaluate and correct CSST gas line entering unit without proper protection,General,Safety
highlights__209_rice_street_inspection_report_.pdf,Exterior,Evaluate and repair settling cracks in brick siding to prevent water intrusion and further settlement,Front Exterior,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Seal or patch holes in brick around exterior to prevent moisture penetration,Front Exterior,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Replace damaged weatherstripping at rear entry door,Rear Entry Door,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Repair or replace damaged side entry door,Side Entry Door,Major
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Repair broken pin lock on side entry door to allow it to stay in up position when door is opened,Side Entry Door,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Repair wood rot on casement/trim of side entry door,Side Entry Door,Minor
